,crop,p,c1,c2,fertilizer subsidy (%),land area (ha),yield (kg/ha),production (kg),Nfert (kg/ha)
3070,sesame,-10,-40,50,50.0,458401.52,420.51,192760410.41,39.39
3071,sesame,-20,-40,30,30.0,447400.76,431.68,193134721.43,41.14
3072,sesame,-20,10,-10,-10.0,376855.77,0.2,74371.31,0.0
3073,sesame,0,40,30,30.0,380256.97,0.2,74371.31,0.0
3074,sesame,-20,-20,0,0.0,1462146.08,127.57,186523547.09,8.55
3075,sesame,-40,-40,40,40.0,454220.1,431.25,195882929.93,42.77
3076,sesame,-10,30,50,50.0,380750.63,0.2,74371.31,0.0
3077,sesame,30,40,-10,-10.0,380476.43,0.2,74371.31,0.0
3078,sesame,30,-40,-10,-10.0,355137.11,487.71,173205501.66,36.12
3079,sesame,50,30,-40,-40.0,507840.5,0.15,74371.31,0.0
3080,sesame,10,-30,20,20.0,494181.09,387.53,191508553.49,34.5
3081,sesame,-20,-30,-20,-20.0,489.95,151.79,74371.31,0.0
3082,sesame,30,-40,40,40.0,469346.95,393.41,184644940.21,31.94
3083,sesame,30,-10,-40,-40.0,214321.62,875.78,187697940.56,135.01
3084,sesame,50,-30,10,10.0,313309.66,513.82,160986180.03,31.87
3085,sesame,-40,-40,20,20.0,444581.25,438.06,194752144.91,43.05
3086,sesame,-10,-30,-10,-10.0,470854.8,406.47,191386329.14,36.8
3087,sesame,10,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3088,sesame,30,-20,0,0.0,560355.18,335.45,187972751.64,27.09
3089,sesame,0,10,20,20.0,368859.2,0.2,74371.31,0.0
3090,sesame,-40,-20,-40,-40.0,794.28,93.63,74371.31,0.0
3091,sesame,30,-30,-20,-20.0,438528.05,410.62,180069408.0,31.67
3092,sesame,30,20,10,10.0,380899.69,0.2,74371.31,0.0
3093,sesame,-20,10,0,0.0,376855.77,0.2,74371.31,0.0
3094,sesame,40,20,-20,-20.0,507883.17,0.15,74371.31,0.0
3095,sesame,-40,-10,10,10.0,1490436.28,58.46,87128216.53,0.81
3096,sesame,-40,20,0,0.0,507747.83,0.15,74371.31,0.0
3097,sesame,20,10,-30,-30.0,387065.07,0.19,74371.31,0.0
3098,sesame,30,-10,50,50.0,1520510.29,127.55,193940608.93,9.3
3099,sesame,30,-30,-10,-10.0,466135.53,391.11,182308909.06,30.65
3100,sesame,40,-10,50,50.0,590870.74,319.88,189005238.62,25.83
3101,sesame,20,20,-30,-30.0,380887.0,0.2,74371.31,0.0
3102,sesame,20,40,40,40.0,380403.27,0.2,74371.31,0.0
3103,sesame,10,30,-40,-40.0,380793.88,0.2,74371.31,0.0
3104,sesame,-30,-10,0,0.0,565373.72,358.44,202649834.0,36.1
3105,sesame,0,0,40,40.0,621504.31,327.91,203798068.86,32.43
3106,sesame,10,-30,-30,-30.0,550229.94,348.61,191813276.63,30.02
3107,sesame,50,30,10,10.0,507840.5,0.15,74371.31,0.0
3108,sesame,-10,-20,40,40.0,1462203.62,130.26,190471853.86,9.16
3109,sesame,-10,-10,-30,-30.0,1016.15,73.19,74371.31,0.0
3110,sesame,40,20,0,0.0,507883.17,0.15,74371.31,0.0
3111,sesame,40,-40,30,30.0,359344.44,480.86,172795644.45,35.19
3112,sesame,20,10,-40,-40.0,387065.09,0.19,74371.31,0.0
3113,sesame,-20,10,20,20.0,376855.77,0.2,74371.31,0.0
3114,sesame,20,0,0,0.0,2054.93,36.19,74371.31,0.0
3115,sesame,10,20,40,40.0,380874.31,0.2,74371.31,0.0
3116,sesame,-30,10,50,50.0,375769.62,0.2,74371.31,0.0
3117,sesame,-40,20,10,10.0,507747.83,0.15,74371.31,0.0
3118,sesame,20,-30,10,10.0,527806.51,361.89,191010187.89,31.21
3119,sesame,20,-10,0,0.0,743.53,100.03,74371.31,0.0
3120,sesame,40,40,10,10.0,507399.44,0.15,74371.31,0.0
3121,sesame,40,-30,30,30.0,478163.26,380.78,182074983.46,29.47
3122,sesame,-40,30,-40,-40.0,507581.01,0.15,74371.31,0.0
3123,sesame,20,-10,-40,-40.0,743.53,100.03,74371.31,0.0
3124,sesame,50,10,-10,-10.0,434527.84,0.17,74371.31,0.0
3125,sesame,-20,0,20,20.0,3082.39,24.13,74371.31,0.0
3126,sesame,-40,0,-20,-20.0,3596.12,20.68,74371.31,0.0
3127,sesame,-10,10,-20,-20.0,377361.17,0.2,74371.31,0.0
3128,sesame,10,-10,50,50.0,1519535.04,93.06,141407176.1,3.44
3129,sesame,-40,-30,40,40.0,511479.52,391.53,200257658.82,39.58
3130,sesame,40,-40,40,40.0,392578.47,491.91,193112739.85,50.02
3131,sesame,0,-20,30,30.0,561726.42,354.93,199374273.14,34.07
3132,sesame,0,-30,-20,-20.0,516092.14,372.56,192275708.96,33.04
3133,sesame,-10,10,-30,-30.0,377361.17,0.2,74371.31,0.0
3134,sesame,30,-30,20,20.0,539019.46,350.29,188814552.4,29.0
3135,sesame,50,-30,-20,-20.0,252720.68,618.03,156188355.15,37.91
3136,sesame,40,-20,10,10.0,558441.53,332.18,185505102.52,25.87
3137,sesame,30,-20,50,50.0,572869.78,334.19,191444571.92,28.25
3138,sesame,-40,-40,-40,-40.0,450615.83,425.0,191512391.9,39.28
3139,sesame,-20,20,-30,-30.0,380836.25,0.2,74371.31,0.0
3140,sesame,-10,40,-10,-10.0,380183.81,0.2,74371.31,0.0
3141,sesame,0,-40,10,10.0,494373.77,390.74,193171426.33,35.72
3142,sesame,20,0,10,10.0,2054.93,36.19,74371.31,0.0
3143,sesame,-40,20,20,20.0,507747.83,0.15,74371.31,0.0
3144,sesame,-10,0,0,0.0,1472526.59,26.66,39262661.72,0.08
3145,sesame,40,-10,40,40.0,592035.98,320.01,189459324.24,26.01
3146,sesame,30,-20,20,20.0,558431.7,341.04,190448474.83,28.63
3147,sesame,0,20,-40,-40.0,380861.62,0.2,74371.31,0.0
3148,sesame,40,-10,-20,-20.0,591349.82,316.95,187425691.75,25.0
3149,sesame,20,50,-40,-40.0,380988.5,0.2,74371.31,0.0
3150,sesame,-20,-40,-10,-10.0,463887.89,414.91,192473789.69,38.49
3151,sesame,-20,-10,-40,-40.0,1494991.11,71.57,106992775.35,1.5
3152,sesame,-30,20,-20,-20.0,380823.56,0.2,74371.31,0.0
3153,sesame,0,50,20,20.0,380988.5,0.2,74371.31,0.0
3154,sesame,-30,40,10,10.0,380037.51,0.2,74371.31,0.0
3155,sesame,30,40,10,10.0,380476.43,0.2,74371.31,0.0
3156,sesame,30,0,-20,-20.0,1283279.1,42.89,55035204.74,0.24
3157,sesame,-30,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3158,sesame,50,0,-10,-10.0,1267.2,58.69,74371.31,0.0
3159,sesame,-40,30,40,40.0,507581.01,0.15,74371.31,0.0
3160,sesame,-20,-40,40,40.0,446114.22,433.18,193248608.2,41.42
3161,sesame,50,40,30,30.0,507496.98,0.15,74371.31,0.0
3162,sesame,-20,-30,40,40.0,506947.65,390.53,197976858.18,38.2
3163,sesame,50,0,0,0.0,1267.2,58.69,74371.31,0.0
3164,sesame,0,-10,30,30.0,597115.41,338.32,202016089.23,33.06
3165,sesame,40,-20,0,0.0,567489.36,326.06,185034475.89,25.1
3166,sesame,-10,20,-30,-30.0,380848.94,0.2,74371.31,0.0
3167,sesame,30,-20,-30,-30.0,579057.77,327.64,189720632.63,26.9
3168,sesame,50,40,20,20.0,507496.98,0.15,74371.31,0.0
3169,sesame,40,40,-30,-30.0,507399.44,0.15,74371.31,0.0
3170,sesame,-30,-30,-10,-10.0,528.05,140.84,74371.31,0.0
3171,sesame,-10,30,20,20.0,380750.63,0.2,74371.31,0.0
3172,sesame,-30,-30,-40,-40.0,456146.57,416.26,189874535.04,37.23
3173,sesame,-20,30,30,30.0,380729.0,0.2,74371.31,0.0
3174,sesame,30,40,-40,-40.0,380476.43,0.2,74371.31,0.0
3175,sesame,50,30,40,40.0,507840.5,0.15,74371.31,0.0
3176,sesame,-30,20,-10,-10.0,380823.56,0.2,74371.31,0.0
3177,sesame,-20,-40,0,0.0,457620.83,420.93,192626675.54,39.38
3178,sesame,20,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3179,sesame,40,0,50,50.0,603999.67,314.75,190106893.39,25.68
3180,sesame,10,-10,-20,-20.0,1466451.01,107.92,158253271.72,5.06
3181,sesame,50,-30,30,30.0,356976.58,467.69,166954055.37,30.91
3182,sesame,30,10,40,40.0,409705.62,0.18,74371.31,0.0
3183,sesame,40,10,30,30.0,425161.6,0.17,74371.31,0.0
3184,sesame,10,-20,40,40.0,561448.41,350.44,196751255.31,32.32
3185,sesame,-20,20,10,10.0,380836.25,0.2,74371.31,0.0
3186,sesame,30,-30,40,40.0,529109.31,356.38,188562773.47,29.57
3187,sesame,10,-10,-30,-30.0,830.27,89.57,74371.31,0.0
3188,sesame,20,-40,-20,-20.0,419935.59,433.06,181856014.09,34.97
3189,sesame,10,-10,20,20.0,1436073.87,97.01,139306396.91,3.48
3190,sesame,40,-40,0,0.0,300663.65,549.76,165292890.59,37.58
3191,sesame,20,-30,40,40.0,511742.27,373.35,191059440.78,32.58
3192,sesame,-30,30,30,30.0,380707.38,0.2,74371.31,0.0
3193,sesame,0,10,-40,-40.0,368859.24,0.2,74371.31,0.0
3194,sesame,10,0,30,30.0,620734.03,324.13,201197159.25,30.86
3195,sesame,30,40,30,30.0,380476.43,0.2,74371.31,0.0
3196,sesame,-10,-10,-10,-10.0,1016.15,73.19,74371.31,0.0
3197,sesame,-20,40,-40,-40.0,380110.66,0.2,74371.31,0.0
3198,sesame,0,-10,20,20.0,595335.41,338.96,201795385.63,33.04
3199,sesame,-10,-30,-40,-40.0,509458.84,375.72,191413154.59,33.02
3200,sesame,40,20,30,30.0,507883.17,0.15,74371.31,0.0
3201,sesame,20,20,0,0.0,380887.0,0.2,74371.31,0.0
3202,sesame,50,20,-40,-40.0,507900.08,0.15,74371.31,0.0
3203,sesame,-20,-10,-10,-10.0,1494991.11,70.1,104794093.63,1.41
3204,sesame,-10,40,10,10.0,380183.81,0.2,74371.31,0.0
3205,sesame,10,10,-40,-40.0,372306.89,0.2,74371.31,0.0
3206,sesame,-10,50,20,20.0,380988.5,0.2,74371.31,0.0
3207,sesame,-30,-10,-20,-20.0,1317614.86,63.96,84274973.59,0.83
3208,sesame,10,30,20,20.0,380793.88,0.2,74371.31,0.0
3209,sesame,0,-40,50,50.0,480299.78,402.06,193107177.75,37.15
3210,sesame,40,20,50,50.0,507883.17,0.15,74371.31,0.0
3211,sesame,10,20,0,0.0,380874.31,0.2,74371.31,0.0
3212,sesame,-40,-20,30,30.0,1402332.16,97.41,136598503.05,3.36
3213,sesame,-40,-10,-40,-40.0,1490436.28,59.56,88765706.8,0.86
3214,sesame,20,-20,40,40.0,569635.44,342.51,195104702.46,30.65
3215,sesame,30,-10,30,30.0,605517.58,320.57,194110003.42,27.72
3216,sesame,30,20,-20,-20.0,380899.69,0.2,74371.31,0.0
3217,sesame,-20,40,-30,-30.0,380110.66,0.2,74371.31,0.0
3218,sesame,-40,50,-20,-20.0,380988.5,0.2,74371.31,0.0
3219,sesame,30,40,20,20.0,380476.43,0.2,74371.31,0.0
3220,sesame,50,40,0,0.0,507496.98,0.15,74371.31,0.0
3221,sesame,-40,10,30,30.0,507817.09,0.15,74371.31,0.0
3222,sesame,50,-10,-10,-10.0,602446.69,302.01,181944792.52,21.87
3223,sesame,30,50,40,40.0,380988.5,0.2,74371.31,0.0
3224,sesame,-10,30,-20,-20.0,380750.63,0.2,74371.31,0.0
3225,sesame,30,30,20,20.0,380837.13,0.2,74371.31,0.0
3226,sesame,20,-40,50,50.0,160150.43,292.9,46908418.83,1.22
3227,sesame,-10,-10,30,30.0,583263.26,346.82,202286056.39,34.32
3228,sesame,30,0,20,20.0,628179.87,311.65,195774287.98,27.31
3229,sesame,-20,10,50,50.0,376855.78,0.2,74371.31,0.0
3230,sesame,-10,50,50,50.0,380988.5,0.2,74371.31,0.0
3231,sesame,50,-20,-30,-30.0,335803.4,483.9,162495078.78,30.14
3232,sesame,40,10,40,40.0,425161.59,0.17,74371.31,0.0
3233,sesame,50,20,-10,-10.0,507900.08,0.15,74371.31,0.0
3234,sesame,-30,0,50,50.0,591331.46,346.73,205034811.1,35.59
3235,sesame,-10,-10,-40,-40.0,1016.15,73.19,74371.31,0.0
3236,sesame,50,-40,20,20.0,252067.81,620.23,156341240.4,38.2
3237,sesame,50,-10,10,10.0,567103.11,314.74,178489152.75,21.97
3238,sesame,0,20,30,30.0,380861.62,0.2,74371.31,0.0
3239,sesame,30,10,30,30.0,409705.6,0.18,74371.31,0.0
3240,sesame,-30,40,-40,-40.0,380037.51,0.2,74371.31,0.0
3241,sesame,-10,20,10,10.0,380848.94,0.2,74371.31,0.0
3242,sesame,50,10,20,20.0,434527.8,0.17,74371.31,0.0
3243,sesame,40,-30,10,10.0,421434.52,420.3,177130747.61,31.29
3244,sesame,50,30,20,20.0,507840.5,0.15,74371.31,0.0
3245,sesame,50,10,50,50.0,434527.79,0.17,74371.31,0.0
3246,sesame,30,10,20,20.0,409705.61,0.18,74371.31,0.0
3247,sesame,-10,-10,20,20.0,581705.74,347.42,202096794.79,34.32
3248,sesame,40,-30,-20,-20.0,350847.67,479.23,168135228.83,32.55
3249,sesame,-40,20,50,50.0,507747.83,0.15,74371.31,0.0
3250,sesame,20,10,30,30.0,387064.94,0.19,74371.31,0.0
3251,sesame,0,20,0,0.0,380861.62,0.2,74371.31,0.0
3252,sesame,10,50,30,30.0,380988.5,0.2,74371.31,0.0
3253,sesame,40,10,-20,-20.0,425161.69,0.17,74371.31,0.0
3254,sesame,20,30,-10,-10.0,380815.5,0.2,74371.31,0.0
3255,sesame,20,20,50,50.0,380887.0,0.2,74371.31,0.0
3256,sesame,-30,50,-20,-20.0,380988.5,0.2,74371.31,0.0
3257,sesame,20,20,-40,-40.0,380887.0,0.2,74371.31,0.0
3258,sesame,40,10,-10,-10.0,425161.67,0.17,74371.31,0.0
3259,sesame,30,30,-30,-30.0,380837.13,0.2,74371.31,0.0
3260,sesame,40,-30,20,20.0,449051.7,400.32,179765023.29,30.47
3261,sesame,0,-20,-40,-40.0,567.34,131.09,74371.31,0.0
3262,sesame,-30,10,-10,-10.0,375769.6,0.2,74371.31,0.0
3263,sesame,10,0,-30,-30.0,1353342.02,32.9,44522651.07,0.12
3264,sesame,-20,-30,-30,-30.0,489.95,151.79,74371.31,0.0
3265,sesame,-30,-20,10,10.0,733.77,101.36,74371.31,0.0
3266,sesame,20,40,50,50.0,380403.27,0.2,74371.31,0.0
3267,sesame,20,20,30,30.0,380887.0,0.2,74371.31,0.0
3268,sesame,50,-20,40,40.0,555084.73,323.87,179774107.78,23.17
3269,sesame,10,10,-20,-20.0,372306.86,0.2,74371.31,0.0
3270,sesame,-30,-10,40,40.0,1202.04,61.87,74371.31,0.0
3271,sesame,50,0,-40,-40.0,1267.2,58.69,74371.31,0.0
3272,sesame,-40,0,40,40.0,592599.34,348.43,206478811.53,36.53
3273,sesame,-30,-10,20,20.0,568997.85,357.39,203353715.86,36.3
3274,sesame,-40,-20,10,10.0,541675.04,373.39,202254538.84,38.03
3275,sesame,10,-30,10,10.0,500557.98,382.24,191335302.28,33.77
3276,sesame,-20,20,50,50.0,380836.25,0.2,74371.31,0.0
3277,sesame,50,40,-20,-20.0,507496.98,0.15,74371.31,0.0
3278,sesame,20,-30,-30,-30.0,519619.22,362.87,188553084.05,30.28
3279,sesame,50,0,30,30.0,1267.2,58.69,74371.31,0.0
3280,sesame,40,10,0,0.0,425161.65,0.17,74371.31,0.0
3281,sesame,50,40,-40,-40.0,507496.98,0.15,74371.31,0.0
3282,sesame,-40,-30,-40,-40.0,469161.66,411.15,192897867.69,38.23
3283,sesame,40,20,-10,-10.0,507883.17,0.15,74371.31,0.0
3284,sesame,0,10,-20,-20.0,368859.22,0.2,74371.31,0.0
3285,sesame,-20,-30,50,50.0,510463.81,388.34,198231380.78,38.03
3286,sesame,10,40,10,10.0,380330.12,0.2,74371.31,0.0
3287,sesame,-40,40,-20,-20.0,506619.14,0.15,74371.31,0.0
3288,sesame,-20,10,-20,-20.0,376855.77,0.2,74371.31,0.0
3289,sesame,50,10,-20,-20.0,434527.86,0.17,74371.31,0.0
3290,sesame,-30,30,-40,-40.0,380707.38,0.2,74371.31,0.0
3291,sesame,-30,50,50,50.0,380988.5,0.2,74371.31,0.0
3292,sesame,-30,-40,-10,-10.0,441225.51,434.24,191595843.19,40.56
3293,sesame,-30,40,40,40.0,380037.51,0.2,74371.31,0.0
3294,sesame,-10,0,30,30.0,1472526.59,26.59,39157297.41,0.08
3295,sesame,50,30,-20,-20.0,507840.5,0.15,74371.31,0.0
3296,sesame,-10,0,-20,-20.0,1472526.59,26.71,39333853.13,0.08
3297,sesame,-30,-40,40,40.0,439732.01,440.08,193517564.14,42.55
3298,sesame,30,30,-10,-10.0,380837.13,0.2,74371.31,0.0
3299,sesame,-10,30,-30,-30.0,380750.63,0.2,74371.31,0.0
3300,sesame,50,-40,50,50.0,303632.3,536.97,163040972.03,35.02
3301,sesame,30,-30,-40,-40.0,387283.09,453.15,175498765.84,33.81
3302,sesame,-40,-10,30,30.0,1490436.28,58.05,86522535.03,0.8
3303,sesame,-20,-20,20,20.0,680.81,109.24,74371.31,0.0
3304,sesame,-30,0,30,30.0,3322.13,22.39,74371.31,0.0
3305,sesame,0,0,-40,-40.0,1331946.77,29.28,38999917.23,0.08
3306,sesame,50,-40,10,10.0,236591.18,652.0,154258005.12,39.51
3307,sesame,20,50,-20,-20.0,380988.5,0.2,74371.31,0.0
3308,sesame,20,40,20,20.0,380403.27,0.2,74371.31,0.0
3309,sesame,10,20,10,10.0,380874.31,0.2,74371.31,0.0
3310,sesame,-20,-10,-20,-20.0,1494991.11,70.57,105494780.8,1.44
3311,sesame,0,-30,-40,-40.0,544966.94,354.32,193092734.61,31.22
3312,sesame,50,0,10,10.0,1267.2,58.69,74371.31,0.0
3313,sesame,-40,-40,10,10.0,438763.49,442.03,193945507.79,43.1
3314,sesame,40,-20,20,20.0,552494.52,337.1,186248397.17,26.63
3315,sesame,-10,-10,10,10.0,579627.11,347.99,201703318.87,34.21
3316,sesame,-30,-40,10,10.0,432470.91,444.14,192076391.51,42.21
3317,sesame,-40,-30,20,20.0,504722.71,395.34,199535248.68,39.73
3318,sesame,-40,0,-10,-10.0,3596.12,20.68,74371.31,0.0
3319,sesame,30,0,-30,-30.0,1293672.66,43.04,55673552.34,0.25
3320,sesame,-20,-10,30,30.0,1494991.11,68.4,102255658.1,1.31
3321,sesame,0,-20,0,0.0,546937.75,360.05,196924904.25,33.61
3322,sesame,-30,40,50,50.0,380037.51,0.2,74371.31,0.0
3323,sesame,-40,40,-30,-30.0,506619.14,0.15,74371.31,0.0
3324,sesame,0,0,0,0.0,617919.05,328.14,202763459.57,32.02
3325,sesame,-20,30,40,40.0,380729.0,0.2,74371.31,0.0
3326,sesame,20,30,30,30.0,380815.5,0.2,74371.31,0.0
3327,sesame,-40,30,-10,-10.0,507581.01,0.15,74371.31,0.0
3328,sesame,0,-30,30,30.0,498737.79,390.54,194777093.46,36.52
3329,sesame,20,-30,-10,-10.0,552167.35,346.03,191065362.79,29.42
3330,sesame,-10,20,50,50.0,380848.94,0.2,74371.31,0.0
3331,sesame,-30,-20,-40,-40.0,733.77,101.36,74371.31,0.0
3332,sesame,0,50,-40,-40.0,380988.5,0.2,74371.31,0.0
3333,sesame,10,40,30,30.0,380330.12,0.2,74371.31,0.0
3334,sesame,30,50,-30,-30.0,380988.5,0.2,74371.31,0.0
3335,sesame,-20,-40,10,10.0,452898.82,425.72,192806755.49,40.13
3336,sesame,10,-10,40,40.0,1519535.04,94.59,143730466.5,3.62
3337,sesame,-10,10,20,20.0,377361.17,0.2,74371.31,0.0
3338,sesame,-30,50,-30,-30.0,380988.5,0.2,74371.31,0.0
3339,sesame,-20,0,-30,-30.0,3082.39,24.13,74371.31,0.0
3340,sesame,-20,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3341,sesame,-40,20,-30,-30.0,507747.83,0.15,74371.31,0.0
3342,sesame,-40,-30,-30,-30.0,476673.45,408.27,194610630.76,38.79
3343,sesame,0,0,-10,-10.0,1315318.27,29.19,38392193.02,0.08
3344,sesame,10,20,-10,-10.0,380874.31,0.2,74371.31,0.0
3345,sesame,10,20,20,20.0,380874.31,0.2,74371.31,0.0
3346,sesame,40,30,40,40.0,507811.67,0.15,74371.31,0.0
3347,sesame,30,-40,-30,-30.0,317375.66,531.29,168618403.26,37.84
3348,sesame,20,-20,-10,-10.0,825314.88,252.82,208656753.59,24.5
3349,sesame,-20,-10,40,40.0,1518002.67,68.06,103308758.57,1.33
3350,sesame,-30,-20,-20,-20.0,1454333.28,117.73,171219020.06,6.54
3351,sesame,20,-40,20,20.0,519797.2,366.99,190758486.84,31.7
3352,sesame,20,-40,40,40.0,159635.93,293.41,46838354.59,1.22
3353,sesame,40,-30,-30,-30.0,338530.27,477.58,161673996.59,29.23
3354,sesame,10,-10,-40,-40.0,399519.36,561.32,224257465.54,107.93
3355,sesame,50,-40,-20,-20.0,189158.03,793.73,150139920.27,48.9
3356,sesame,10,-20,10,10.0,547770.68,356.12,195069742.33,32.29
3357,sesame,-20,50,40,40.0,380988.5,0.2,74371.31,0.0
3358,sesame,30,0,30,30.0,628780.39,311.53,195881654.52,27.33
3359,sesame,50,10,10,10.0,434527.82,0.17,74371.31,0.0
3360,sesame,40,50,-20,-20.0,380988.5,0.2,74371.31,0.0
3361,sesame,20,-20,-30,-30.0,587409.43,325.72,191333483.61,27.28
3362,sesame,-10,-20,20,20.0,547716.51,364.13,199441149.66,35.33
3363,sesame,-40,0,50,50.0,592800.18,348.21,206419616.66,36.47
3364,sesame,-40,-40,-10,-10.0,429062.14,447.6,192047743.49,42.68
3365,sesame,0,50,40,40.0,380988.5,0.2,74371.31,0.0
3366,sesame,50,20,0,0.0,507900.08,0.15,74371.31,0.0
3367,sesame,50,-20,10,10.0,450121.33,383.57,172654120.3,25.98
3368,sesame,-40,10,-20,-20.0,507817.09,0.15,74371.31,0.0
3369,sesame,10,-40,0,0.0,514133.6,372.66,191598890.72,32.74
3370,sesame,-10,20,30,30.0,380848.94,0.2,74371.31,0.0
3371,sesame,20,40,-20,-20.0,380403.27,0.2,74371.31,0.0
3372,sesame,-30,0,40,40.0,591182.7,346.96,205117003.29,35.66
3373,sesame,40,-20,-30,-30.0,455112.74,392.8,178767794.82,29.29
3374,sesame,0,30,50,50.0,380772.25,0.2,74371.31,0.0
3375,sesame,-10,40,50,50.0,380183.81,0.2,74371.31,0.0
3376,sesame,40,-40,20,20.0,338536.38,502.69,170179117.69,35.91
3377,sesame,-20,0,30,30.0,3082.39,24.13,74371.31,0.0
3378,sesame,-20,20,-20,-20.0,380836.25,0.2,74371.31,0.0
3379,sesame,-10,10,-10,-10.0,377361.17,0.2,74371.31,0.0
3380,sesame,50,-30,40,40.0,381255.63,444.8,169583197.19,30.11
3381,sesame,-10,20,-20,-20.0,380848.94,0.2,74371.31,0.0
3382,sesame,50,-20,-20,-20.0,367557.12,443.38,162966285.02,27.07
3383,sesame,30,0,0,0.0,1393048.23,42.81,59629500.21,0.28
3384,sesame,50,10,-40,-40.0,434527.88,0.17,74371.31,0.0
3385,sesame,50,-40,40,40.0,285414.51,562.91,160661715.19,35.93
3386,sesame,-30,-40,0,0.0,436112.9,439.85,191826278.89,41.47
3387,sesame,40,40,-20,-20.0,507399.44,0.15,74371.31,0.0
3388,sesame,40,30,30,30.0,507811.67,0.15,74371.31,0.0
3389,sesame,0,40,20,20.0,380256.97,0.2,74371.31,0.0
3390,sesame,30,-30,-30,-30.0,411739.75,432.25,177974928.9,32.91
3391,sesame,30,0,-40,-40.0,1303064.74,43.19,56278544.68,0.25
3392,sesame,0,50,-30,-30.0,380988.5,0.2,74371.31,0.0
3393,sesame,0,40,0,0.0,380256.97,0.2,74371.31,0.0
3394,sesame,0,-20,-10,-10.0,540071.66,361.39,195178018.97,32.99
3395,sesame,50,30,30,30.0,507840.5,0.15,74371.31,0.0
3396,sesame,-20,40,-10,-10.0,380110.66,0.2,74371.31,0.0
3397,sesame,0,40,-10,-10.0,380256.97,0.2,74371.31,0.0
3398,sesame,-40,-20,0,0.0,794.28,93.63,74371.31,0.0
3399,sesame,30,20,-30,-30.0,380899.69,0.2,74371.31,0.0
3400,sesame,20,40,30,30.0,380403.27,0.2,74371.31,0.0
3401,sesame,20,50,50,50.0,380988.5,0.2,74371.31,0.0
3402,sesame,-30,-10,-40,-40.0,1329050.21,64.5,85722083.9,0.87
3403,sesame,40,0,20,20.0,1428448.73,49.72,71026227.49,0.46
3404,sesame,50,50,50,50.0,380988.5,0.2,74371.31,0.0
3405,sesame,40,-20,-20,-20.0,491174.55,368.46,180979426.52,27.79
3406,sesame,20,-20,-20,-20.0,570962.39,332.91,190076395.43,27.6
3407,sesame,10,40,-30,-30.0,380330.12,0.2,74371.31,0.0
3408,sesame,-30,50,40,40.0,380988.5,0.2,74371.31,0.0
3409,sesame,-10,50,10,10.0,380988.5,0.2,74371.31,0.0
3410,sesame,-40,30,0,0.0,507581.01,0.15,74371.31,0.0
3411,sesame,50,20,-20,-20.0,507900.08,0.15,74371.31,0.0
3412,sesame,30,-10,20,20.0,603125.7,321.29,193775293.52,27.68
3413,sesame,40,50,30,30.0,380988.5,0.2,74371.31,0.0
3414,sesame,20,-10,40,40.0,1519992.33,108.64,165129107.1,5.57
3415,sesame,-20,50,-30,-30.0,380988.5,0.2,74371.31,0.0
3416,sesame,-20,0,-20,-20.0,3082.39,24.13,74371.31,0.0
3417,sesame,-30,-10,-10,-10.0,562898.2,358.86,202001811.96,35.85
3418,sesame,-30,0,0,0.0,3322.13,22.39,74371.31,0.0
3419,sesame,-30,-20,30,30.0,733.77,101.36,74371.31,0.0
3420,sesame,10,-20,-30,-30.0,553745.39,343.17,190028609.01,28.7
3421,sesame,20,20,40,40.0,380887.0,0.2,74371.31,0.0
3422,sesame,30,50,10,10.0,380988.5,0.2,74371.31,0.0
3423,sesame,0,40,50,50.0,380256.97,0.2,74371.31,0.0
3424,sesame,-40,10,10,10.0,507817.09,0.15,74371.31,0.0
3425,sesame,40,-10,0,0.0,565893.25,323.91,183300806.47,24.32
3426,sesame,-20,-20,-10,-10.0,1474239.78,133.96,197496519.74,10.21
3427,sesame,-10,-10,0,0.0,576964.0,348.41,201022281.39,33.96
3428,sesame,-40,40,-10,-10.0,506619.14,0.15,74371.31,0.0
3429,sesame,20,-10,20,20.0,603486.37,327.2,197462033.08,29.76
3430,sesame,0,10,-30,-30.0,368859.23,0.2,74371.31,0.0
3431,sesame,0,10,40,40.0,368859.19,0.2,74371.31,0.0
3432,sesame,-20,40,40,40.0,380110.66,0.2,74371.31,0.0
3433,sesame,20,-40,10,10.0,493059.64,382.72,188703534.95,32.6
3434,sesame,0,-40,-30,-30.0,531019.82,364.77,193701901.16,32.74
3435,sesame,40,0,-30,-30.0,1513986.83,51.72,78310578.19,0.58
3436,sesame,-30,40,30,30.0,380037.51,0.2,74371.31,0.0
3437,sesame,10,-40,40,40.0,491716.44,388.9,191230601.71,34.53
3438,sesame,40,40,40,40.0,507399.44,0.15,74371.31,0.0
3439,sesame,30,20,30,30.0,380899.69,0.2,74371.31,0.0
3440,sesame,30,-40,0,0.0,375433.82,468.62,175934380.0,35.66
3441,sesame,-10,20,20,20.0,380848.94,0.2,74371.31,0.0
3442,sesame,30,-30,0,0.0,494805.83,373.64,184877703.1,29.91
3443,sesame,-20,-40,-20,-20.0,471699.27,407.86,192385934.16,37.52
3444,sesame,-10,30,-40,-40.0,380750.63,0.2,74371.31,0.0
