,crop,p,c1,c2,fertilizer subsidy (%),land area (ha),yield (kg/ha),production (kg),Nfert (kg/ha)
2709,groundnuts,-20,-30,10,10.0,243772.86,685.94,167212482.68,40.99
2710,groundnuts,30,40,-30,-30.0,380476.43,0.58,222396.64,0.0
2711,groundnuts,30,40,0,0.0,380476.43,0.58,222396.64,0.0
2712,groundnuts,30,50,-10,-10.0,380988.5,0.58,222396.64,0.0
2713,groundnuts,40,30,0,0.0,507811.67,0.44,222396.64,0.0
2714,groundnuts,40,-30,-40,-40.0,323598.5,463.38,149949404.93,19.3
2715,groundnuts,40,-20,40,40.0,253489.11,575.6,145907190.19,22.77
2716,groundnuts,-30,40,0,0.0,380037.51,0.59,222396.64,0.0
2717,groundnuts,-10,30,30,30.0,380750.63,0.58,222396.64,0.0
2718,groundnuts,50,-30,0,0.0,288356.14,481.29,138784068.23,16.36
2719,groundnuts,20,10,10,10.0,387064.98,0.57,222396.64,0.0
2720,groundnuts,10,-40,-40,-40.0,304490.11,528.37,160884263.82,27.07
2721,groundnuts,30,-40,-40,-40.0,315820.62,488.32,154220164.5,22.06
2722,groundnuts,-30,40,-30,-30.0,380037.51,0.59,222396.64,0.0
2723,groundnuts,0,50,30,30.0,380988.5,0.58,222396.64,0.0
2724,groundnuts,-30,50,-40,-40.0,380988.5,0.58,222396.64,0.0
2725,groundnuts,0,-10,40,40.0,3132.96,70.99,222396.64,0.0
2726,groundnuts,30,30,50,50.0,380837.13,0.58,222396.64,0.0
2727,groundnuts,-10,-20,-10,-10.0,262002.62,631.78,165528908.35,36.08
2728,groundnuts,20,30,10,10.0,380815.5,0.58,222396.64,0.0
2729,groundnuts,10,-30,-40,-40.0,267544.81,591.94,158371741.43,29.49
2730,groundnuts,10,20,-20,-20.0,380874.31,0.58,222396.64,0.0
2731,groundnuts,20,-30,20,20.0,236628.87,652.74,154456681.31,30.75
2732,groundnuts,20,-20,50,50.0,258803.27,602.88,156028286.11,28.88
2733,groundnuts,10,30,30,30.0,380793.88,0.58,222396.64,0.0
2734,groundnuts,50,20,-30,-30.0,507900.08,0.44,222396.64,0.0
2735,groundnuts,10,50,10,10.0,380988.5,0.58,222396.64,0.0
2736,groundnuts,-30,40,-20,-20.0,380037.51,0.59,222396.64,0.0
2737,groundnuts,0,-30,-30,-30.0,254290.08,631.05,160469724.15,32.96
2738,groundnuts,-20,0,-10,-10.0,11667.75,19.06,222396.64,0.0
2739,groundnuts,10,40,-40,-40.0,380330.12,0.58,222396.64,0.0
2740,groundnuts,-10,-30,0,0.0,235631.84,695.74,163939614.13,39.34
2741,groundnuts,-20,20,20,20.0,380836.25,0.58,222396.64,0.0
2742,groundnuts,20,-20,-40,-40.0,278038.54,558.7,155338860.14,26.16
2743,groundnuts,-20,30,50,50.0,380729.0,0.58,222396.64,0.0
2744,groundnuts,-30,10,-40,-40.0,375769.6,0.59,222396.64,0.0
2745,groundnuts,50,50,10,10.0,380988.5,0.58,222396.64,0.0
2746,groundnuts,30,10,0,0.0,409705.62,0.54,222396.64,0.0
2747,groundnuts,30,20,-40,-40.0,380899.69,0.58,222396.64,0.0
2748,groundnuts,-10,20,-10,-10.0,380848.94,0.58,222396.64,0.0
2749,groundnuts,-40,-10,-10,-10.0,4425.3,50.26,222396.64,0.0
2750,groundnuts,-40,10,0,0.0,507817.09,0.44,222396.64,0.0
2751,groundnuts,0,-10,10,10.0,274569.85,597.84,164149022.44,33.01
2752,groundnuts,-20,20,30,30.0,380836.25,0.58,222396.64,0.0
2753,groundnuts,-30,40,20,20.0,380037.51,0.59,222396.64,0.0
2754,groundnuts,-10,50,30,30.0,380988.5,0.58,222396.64,0.0
2755,groundnuts,-40,-10,50,50.0,1520151.55,51.07,77629053.55,0.39
2756,groundnuts,50,50,0,0.0,380988.5,0.58,222396.64,0.0
2757,groundnuts,-30,-20,50,50.0,1521798.85,99.42,151300052.51,3.94
2758,groundnuts,-20,10,10,10.0,376855.77,0.59,222396.64,0.0
2759,groundnuts,-20,10,-40,-40.0,376855.77,0.59,222396.64,0.0
2760,groundnuts,-20,40,10,10.0,380110.66,0.59,222396.64,0.0
2761,groundnuts,0,-40,-20,-20.0,247409.86,650.15,160854587.0,34.36
2762,groundnuts,40,0,0,0.0,5773.73,38.52,222396.64,0.0
2763,groundnuts,20,10,0,0.0,387065.01,0.57,222396.64,0.0
2764,groundnuts,40,-40,-30,-30.0,258726.64,573.32,148333229.58,23.72
2765,groundnuts,-20,30,-20,-20.0,380729.0,0.58,222396.64,0.0
2766,groundnuts,-10,-20,50,50.0,269229.45,620.56,167071910.93,36.28
2767,groundnuts,30,20,-10,-10.0,380899.69,0.58,222396.64,0.0
2768,groundnuts,-40,-10,-20,-20.0,4425.3,50.26,222396.64,0.0
2769,groundnuts,0,-40,40,40.0,227408.23,707.21,160826311.81,37.93
2770,groundnuts,20,50,20,20.0,380988.5,0.58,222396.64,0.0
2771,groundnuts,-30,-10,10,10.0,282424.56,610.03,172287224.93,38.88
2772,groundnuts,30,-10,-20,-20.0,2193.07,101.41,222396.64,0.0
2773,groundnuts,-30,30,20,20.0,380707.38,0.58,222396.64,0.0
2774,groundnuts,40,-40,10,10.0,296616.85,493.2,146292876.6,19.34
2775,groundnuts,-30,0,-20,-20.0,12630.04,17.61,222396.64,0.0
2776,groundnuts,-40,20,40,40.0,507747.83,0.44,222396.64,0.0
2777,groundnuts,50,-20,20,20.0,357874.25,394.87,141314489.17,13.87
2778,groundnuts,-40,50,50,50.0,380988.5,0.58,222396.64,0.0
2779,groundnuts,-20,30,-40,-40.0,380729.0,0.58,222396.64,0.0
2780,groundnuts,0,-10,50,50.0,3132.96,70.99,222396.64,0.0
2781,groundnuts,-20,0,-40,-40.0,11667.75,19.06,222396.64,0.0
2782,groundnuts,-20,40,50,50.0,380110.66,0.59,222396.64,0.0
2783,groundnuts,40,10,10,10.0,425161.64,0.52,222396.64,0.0
2784,groundnuts,0,20,-20,-20.0,380861.62,0.58,222396.64,0.0
2785,groundnuts,20,-40,-40,-40.0,375692.63,426.41,160199764.34,21.05
2786,groundnuts,-20,30,-10,-10.0,380729.0,0.58,222396.64,0.0
2787,groundnuts,10,20,50,50.0,380874.31,0.58,222396.64,0.0
2788,groundnuts,50,0,-30,-30.0,4811.44,46.22,222396.64,0.0
2789,groundnuts,-20,30,-30,-30.0,380729.0,0.58,222396.64,0.0
2790,groundnuts,50,-10,50,50.0,267411.46,521.18,139369261.7,18.04
2791,groundnuts,-10,0,-30,-30.0,10705.46,20.77,222396.64,0.0
2792,groundnuts,30,-30,30,30.0,242755.1,620.25,150569923.45,27.01
2793,groundnuts,-20,0,50,50.0,291197.6,587.2,170991518.91,36.35
2794,groundnuts,0,30,20,20.0,380772.25,0.58,222396.64,0.0
2795,groundnuts,-40,-30,50,50.0,260219.9,663.43,172638128.12,43.27
2796,groundnuts,20,-10,-10,-10.0,2506.36,88.73,222396.64,0.0
2797,groundnuts,20,20,10,10.0,380887.0,0.58,222396.64,0.0
2798,groundnuts,-10,10,-40,-40.0,377361.17,0.59,222396.64,0.0
2799,groundnuts,20,-10,50,50.0,2506.36,88.73,222396.64,0.0
2800,groundnuts,0,-40,20,20.0,230936.85,696.41,160827170.12,37.24
2801,groundnuts,0,20,50,50.0,380861.62,0.58,222396.64,0.0
2802,groundnuts,50,30,-30,-30.0,507840.5,0.44,222396.64,0.0
2803,groundnuts,-40,-20,-30,-30.0,1440680.08,95.79,137997362.12,3.01
2804,groundnuts,40,-40,50,50.0,331893.85,444.97,147682293.3,17.72
2805,groundnuts,-30,-30,10,10.0,1750.64,127.04,222396.64,0.0
2806,groundnuts,-40,0,0,0.0,13592.33,16.36,222396.64,0.0
2807,groundnuts,-40,40,30,30.0,506619.14,0.44,222396.64,0.0
2808,groundnuts,0,-20,20,20.0,245033.56,941.83,230780548.55,211.44
2809,groundnuts,-20,40,-20,-20.0,380110.66,0.59,222396.64,0.0
2810,groundnuts,40,-10,-10,-10.0,269354.86,538.47,145038387.87,20.81
2811,groundnuts,-10,-40,10,10.0,232360.2,705.15,163847751.83,39.91
2812,groundnuts,40,40,-40,-40.0,507399.44,0.44,222396.64,0.0
2813,groundnuts,40,20,20,20.0,507883.17,0.44,222396.64,0.0
2814,groundnuts,20,50,0,0.0,380988.5,0.58,222396.64,0.0
2815,groundnuts,20,40,0,0.0,380403.27,0.58,222396.64,0.0
2816,groundnuts,-10,50,-30,-30.0,380988.5,0.58,222396.64,0.0
2817,groundnuts,-10,-20,-40,-40.0,259812.39,625.71,162567176.06,33.87
2818,groundnuts,40,30,20,20.0,507811.67,0.44,222396.64,0.0
2819,groundnuts,50,-40,-10,-10.0,214130.26,647.68,138687457.4,22.62
2820,groundnuts,40,40,50,50.0,507399.44,0.44,222396.64,0.0
2821,groundnuts,-40,30,-30,-30.0,507581.01,0.44,222396.64,0.0
2822,groundnuts,10,20,-30,-30.0,380874.31,0.58,222396.64,0.0
2823,groundnuts,20,50,30,30.0,380988.5,0.58,222396.64,0.0
2824,groundnuts,20,10,50,50.0,387064.92,0.57,222396.64,0.0
2825,groundnuts,10,10,-30,-30.0,372306.88,0.6,222396.64,0.0
2826,groundnuts,20,50,-30,-30.0,380988.5,0.58,222396.64,0.0
2827,groundnuts,30,-20,-10,-10.0,271469.3,554.34,150485099.81,23.76
2828,groundnuts,30,20,20,20.0,380899.69,0.58,222396.64,0.0
2829,groundnuts,20,-20,30,30.0,255399.23,610.5,155922400.72,29.24
2830,groundnuts,10,50,-40,-40.0,380988.5,0.58,222396.64,0.0
2831,groundnuts,20,30,40,40.0,380815.5,0.58,222396.64,0.0
2832,groundnuts,20,-30,30,30.0,233784.41,660.69,154458637.35,31.19
2833,groundnuts,-20,10,-30,-30.0,376855.77,0.59,222396.64,0.0
2834,groundnuts,-10,-30,40,40.0,245641.22,673.63,165471271.08,38.89
2835,groundnuts,-40,40,0,0.0,506619.14,0.44,222396.64,0.0
2836,groundnuts,-20,40,20,20.0,380110.66,0.59,222396.64,0.0
2837,groundnuts,30,50,20,20.0,380988.5,0.58,222396.64,0.0
2838,groundnuts,-40,-30,-10,-10.0,250727.64,682.54,171131828.07,43.64
2839,groundnuts,-20,-10,20,20.0,3798.71,58.55,222396.64,0.0
2840,groundnuts,30,40,40,40.0,380476.43,0.58,222396.64,0.0
2841,groundnuts,10,30,50,50.0,380793.88,0.58,222396.64,0.0
2842,groundnuts,50,-30,-10,-10.0,278834.09,499.22,139200685.93,17.16
2843,groundnuts,-10,50,-10,-10.0,380988.5,0.58,222396.64,0.0
2844,groundnuts,-10,40,-30,-30.0,380183.81,0.58,222396.64,0.0
2845,groundnuts,0,-10,-40,-40.0,3132.95,70.99,222396.64,0.0
2846,groundnuts,30,10,-40,-40.0,409705.65,0.54,222396.64,0.0
2847,groundnuts,50,-40,-40,-40.0,169109.15,878.33,148533463.62,38.94
2848,groundnuts,-40,0,20,20.0,13592.33,16.36,222396.64,0.0
2849,groundnuts,20,40,10,10.0,380403.27,0.58,222396.64,0.0
2850,groundnuts,40,-40,-20,-20.0,269589.01,545.37,147024666.43,21.9
2851,groundnuts,-20,-40,-30,-30.0,242242.3,682.83,165411441.32,39.49
2852,groundnuts,-40,20,-40,-40.0,507747.83,0.44,222396.64,0.0
2853,groundnuts,10,-40,-20,-20.0,266585.7,595.91,158862047.68,29.98
2854,groundnuts,40,30,-20,-20.0,507811.67,0.44,222396.64,0.0
2855,groundnuts,-40,40,10,10.0,506619.14,0.44,222396.64,0.0
2856,groundnuts,-20,20,40,40.0,380836.25,0.58,222396.64,0.0
2857,groundnuts,0,-40,-40,-40.0,258385.92,624.16,161274495.01,33.01
2858,groundnuts,30,20,0,0.0,380899.69,0.58,222396.64,0.0
2859,groundnuts,-30,-20,0,0.0,1443304.79,104.89,151385464.63,4.16
2860,groundnuts,-30,-10,30,30.0,283416.43,608.56,172476262.95,38.89
2861,groundnuts,-30,-30,20,20.0,250972.17,677.07,169925358.77,42.32
2862,groundnuts,0,-30,40,40.0,236579.11,683.6,161724700.85,37.02
2863,groundnuts,-10,-20,10,10.0,264611.67,629.35,166532107.65,36.55
2864,groundnuts,20,-20,20,20.0,253500.07,614.13,155683162.12,29.32
2865,groundnuts,-20,50,-40,-40.0,380988.5,0.58,222396.64,0.0
2866,groundnuts,0,50,-20,-20.0,380988.5,0.58,222396.64,0.0
2867,groundnuts,30,10,50,50.0,409705.61,0.54,222396.64,0.0
2868,groundnuts,-20,0,40,40.0,290979.74,587.8,171039050.91,36.42
2869,groundnuts,-20,50,20,20.0,380988.5,0.58,222396.64,0.0
2870,groundnuts,0,10,0,0.0,368859.21,0.6,222396.64,0.0
2871,groundnuts,0,50,10,10.0,380988.5,0.58,222396.64,0.0
2872,groundnuts,30,-10,10,10.0,274254.7,554.57,152092803.83,24.48
2873,groundnuts,-20,0,10,10.0,11667.75,19.06,222396.64,0.0
2874,groundnuts,40,10,-30,-30.0,425161.7,0.52,222396.64,0.0
2875,groundnuts,-20,20,-10,-10.0,380836.25,0.58,222396.64,0.0
2876,groundnuts,40,-30,-10,-10.0,362160.59,408.32,147875822.51,16.2
2877,groundnuts,40,-20,30,30.0,251263.29,580.38,145828418.45,22.95
2878,groundnuts,30,30,-20,-20.0,380837.13,0.58,222396.64,0.0
2879,groundnuts,-20,-30,20,20.0,245970.24,681.26,167569144.16,40.91
2880,groundnuts,10,-30,40,40.0,229892.6,687.34,158015076.09,34.85
2881,groundnuts,30,40,50,50.0,380476.43,0.58,222396.64,0.0
2882,groundnuts,0,-20,-30,-30.0,1871.06,118.86,222396.64,0.0
2883,groundnuts,30,10,-20,-20.0,409705.64,0.54,222396.64,0.0
2884,groundnuts,-20,30,0,0.0,380729.0,0.58,222396.64,0.0
2885,groundnuts,-20,-20,40,40.0,2268.66,98.03,222396.64,0.0
2886,groundnuts,-40,50,40,40.0,380988.5,0.58,222396.64,0.0
2887,groundnuts,40,-10,30,30.0,265521.39,552.56,146716569.38,22.09
2888,groundnuts,0,-40,30,30.0,228841.85,702.82,160835350.35,37.66
2889,groundnuts,50,-10,-40,-40.0,414989.24,348.08,144448058.95,12.84
2890,groundnuts,20,-40,-10,-10.0,294238.53,532.51,156684605.89,25.38
2891,groundnuts,-40,-30,0,0.0,252729.36,678.96,171593871.54,43.71
2892,groundnuts,20,-20,10,10.0,251763.24,616.54,155220958.51,29.2
2893,groundnuts,20,10,40,40.0,387064.93,0.57,222396.64,0.0
2894,groundnuts,20,0,-20,-20.0,1463288.39,29.22,42756477.5,0.05
2895,groundnuts,10,50,50,50.0,380988.5,0.58,222396.64,0.0
2896,groundnuts,-30,10,-20,-20.0,375769.6,0.59,222396.64,0.0
2897,groundnuts,40,0,10,10.0,5773.73,38.52,222396.64,0.0
2898,groundnuts,-30,20,50,50.0,380823.56,0.58,222396.64,0.0
2899,groundnuts,50,0,40,40.0,4811.44,46.22,222396.64,0.0
2900,groundnuts,-30,30,50,50.0,380707.38,0.58,222396.64,0.0
2901,groundnuts,0,0,-20,-20.0,9622.89,23.11,222396.64,0.0
2902,groundnuts,-30,50,0,0.0,380988.5,0.58,222396.64,0.0
2903,groundnuts,30,20,40,40.0,380899.69,0.58,222396.64,0.0
2904,groundnuts,-20,-30,-40,-40.0,245201.17,671.51,164655589.01,38.19
2905,groundnuts,10,10,50,50.0,372306.75,0.6,222396.64,0.0
2906,groundnuts,-20,-30,-10,-10.0,105005.06,1437.93,150990036.21,76.89
2907,groundnuts,20,30,20,20.0,380815.5,0.58,222396.64,0.0
2908,groundnuts,-10,20,0,0.0,380848.94,0.58,222396.64,0.0
2909,groundnuts,10,40,20,20.0,380330.12,0.58,222396.64,0.0
2910,groundnuts,-10,40,-20,-20.0,380183.81,0.58,222396.64,0.0
2911,groundnuts,30,-20,-20,-20.0,277915.1,543.2,150963816.78,23.43
2912,groundnuts,20,-40,-30,-30.0,351118.38,452.9,159021515.54,22.05
2913,groundnuts,-40,50,0,0.0,380988.5,0.58,222396.64,0.0
2914,groundnuts,40,0,30,30.0,272129.21,540.95,147209439.04,21.78
2915,groundnuts,-40,10,20,20.0,507817.09,0.44,222396.64,0.0
2916,groundnuts,10,30,-30,-30.0,380793.88,0.58,222396.64,0.0
2917,groundnuts,30,-40,30,30.0,284070.92,535.39,152089000.82,23.53
2918,groundnuts,10,-20,-40,-40.0,274860.87,573.93,157750144.78,28.15
2919,groundnuts,30,30,10,10.0,380837.13,0.58,222396.64,0.0
2920,groundnuts,10,-20,-10,-10.0,253022.92,623.6,157785302.24,30.99
2921,groundnuts,10,-20,0,0.0,253778.28,625.24,158672138.2,31.58
2922,groundnuts,0,-20,40,40.0,262160.99,623.51,163459821.56,34.26
2923,groundnuts,30,40,-20,-20.0,380476.43,0.58,222396.64,0.0
2924,groundnuts,50,-30,50,50.0,334967.68,420.07,140711211.54,14.65
2925,groundnuts,10,30,-20,-20.0,380793.88,0.58,222396.64,0.0
2926,groundnuts,-30,-20,20,20.0,1426824.08,101.1,144256524.63,3.55
2927,groundnuts,-30,-30,40,40.0,254164.03,670.0,170291115.23,42.05
2928,groundnuts,30,-20,-40,-40.0,307860.42,498.54,153479944.82,22.28
2929,groundnuts,20,0,30,30.0,1463269.07,29.12,42604905.79,0.05
2930,groundnuts,-30,20,-40,-40.0,380823.56,0.58,222396.64,0.0
2931,groundnuts,10,-20,20,20.0,256748.2,621.83,159652964.09,31.93
2932,groundnuts,0,0,-30,-30.0,9622.89,23.11,222396.64,0.0
2933,groundnuts,50,30,-10,-10.0,507840.5,0.44,222396.64,0.0
2934,groundnuts,20,50,40,40.0,380988.5,0.58,222396.64,0.0
2935,groundnuts,10,40,50,50.0,380330.12,0.58,222396.64,0.0
2936,groundnuts,-30,30,-10,-10.0,380707.38,0.58,222396.64,0.0
2937,groundnuts,30,30,40,40.0,380837.13,0.58,222396.64,0.0
2938,groundnuts,-30,50,20,20.0,380988.5,0.58,222396.64,0.0
2939,groundnuts,10,40,-20,-20.0,380330.12,0.58,222396.64,0.0
2940,groundnuts,20,30,-40,-40.0,380815.5,0.58,222396.64,0.0
2941,groundnuts,-20,-20,10,10.0,2268.66,98.03,222396.64,0.0
2942,groundnuts,10,20,-40,-40.0,380874.31,0.58,222396.64,0.0
2943,groundnuts,-20,-30,30,30.0,247944.44,676.85,167821304.78,40.77
2944,groundnuts,0,20,40,40.0,380861.62,0.58,222396.64,0.0
2945,groundnuts,-10,-40,40,40.0,227056.94,722.2,163980551.57,41.17
2946,groundnuts,-10,10,10,10.0,377361.17,0.59,222396.64,0.0
2947,groundnuts,-10,50,-40,-40.0,380988.5,0.58,222396.64,0.0
2948,groundnuts,50,10,-30,-30.0,434527.87,0.51,222396.64,0.0
2949,groundnuts,40,-20,-10,-10.0,337436.9,437.95,147781866.62,17.45
2950,groundnuts,0,0,10,10.0,285279.72,578.46,165022024.7,32.26
2951,groundnuts,10,-40,-10,-10.0,247117.49,639.16,157947998.08,31.98
2952,groundnuts,-40,50,30,30.0,380988.5,0.58,222396.64,0.0
2953,groundnuts,0,40,-20,-20.0,380256.97,0.58,222396.64,0.0
2954,groundnuts,-30,-30,50,50.0,255506.06,666.86,170387411.63,41.88
2955,groundnuts,10,40,40,40.0,380330.12,0.58,222396.64,0.0
2956,groundnuts,10,0,-20,-20.0,8660.6,25.68,222396.64,0.0
2957,groundnuts,50,-30,-30,-30.0,252872.01,567.93,143612480.7,21.49
2958,groundnuts,-40,10,-10,-10.0,507817.09,0.44,222396.64,0.0
2959,groundnuts,-10,40,-40,-40.0,380183.81,0.58,222396.64,0.0
2960,groundnuts,50,50,-40,-40.0,380988.5,0.58,222396.64,0.0
2961,groundnuts,-30,20,30,30.0,380823.56,0.58,222396.64,0.0
2962,groundnuts,50,-30,20,20.0,306606.73,455.01,139509235.6,15.61
2963,groundnuts,-30,-40,20,20.0,220872.06,758.75,167586327.59,46.66
2964,groundnuts,20,30,0,0.0,380815.5,0.58,222396.64,0.0
2965,groundnuts,10,40,-10,-10.0,380330.12,0.58,222396.64,0.0
2966,groundnuts,-20,-10,-30,-30.0,3798.71,58.55,222396.64,0.0
2967,groundnuts,-40,-30,10,10.0,254558.82,675.48,171948770.12,43.71
2968,groundnuts,20,40,-30,-30.0,380403.27,0.58,222396.64,0.0
2969,groundnuts,20,-10,30,30.0,272380.47,576.53,157036175.32,27.94
2970,groundnuts,-30,-20,-30,-30.0,2455.77,90.56,222396.64,0.0
2971,groundnuts,-40,-40,30,30.0,231148.01,737.2,170402658.73,47.36
2972,groundnuts,-40,0,-40,-40.0,13592.33,16.36,222396.64,0.0
2973,groundnuts,50,-10,0,0.0,299274.85,465.76,139389171.27,15.97
2974,groundnuts,-40,-20,40,40.0,1521650.22,90.76,138107913.53,2.86
2975,groundnuts,40,10,50,50.0,425161.58,0.52,222396.64,0.0
2976,groundnuts,20,0,-40,-40.0,1463296.18,29.26,42818172.44,0.05
2977,groundnuts,-10,0,-40,-40.0,10705.46,20.77,222396.64,0.0
2978,groundnuts,-20,-20,50,50.0,2268.66,98.03,222396.64,0.0
2979,groundnuts,-40,-20,-10,-10.0,1429218.27,93.4,133483305.13,2.7
2980,groundnuts,50,-10,-30,-30.0,369885.62,386.86,143093317.36,14.02
2981,groundnuts,10,-10,0,0.0,1452503.25,92.57,134458058.68,2.73
2982,groundnuts,30,-10,-30,-30.0,2193.07,101.41,222396.64,0.0
2983,groundnuts,-30,20,20,20.0,380823.56,0.58,222396.64,0.0
2984,groundnuts,50,40,40,40.0,507496.98,0.44,222396.64,0.0
2985,groundnuts,-40,30,-20,-20.0,507581.01,0.44,222396.64,0.0
2986,groundnuts,-40,-10,20,20.0,4425.3,50.26,222396.64,0.0
2987,groundnuts,20,-10,-30,-30.0,211108.34,967.85,204321240.78,128.93
2988,groundnuts,-10,0,20,20.0,10705.46,20.77,222396.64,0.0
2989,groundnuts,50,50,-10,-10.0,380988.5,0.58,222396.64,0.0
2990,groundnuts,-10,10,50,50.0,377361.17,0.59,222396.64,0.0
2991,groundnuts,10,30,-10,-10.0,380793.88,0.58,222396.64,0.0
2992,groundnuts,10,-20,30,30.0,258367.31,618.72,159857601.37,31.86
2993,groundnuts,-10,30,0,0.0,380750.63,0.58,222396.64,0.0
2994,groundnuts,10,0,0,0.0,8660.6,25.68,222396.64,0.0
2995,groundnuts,-10,-20,0,0.0,263268.68,631.0,166121851.05,36.4
2996,groundnuts,-10,20,40,40.0,380848.94,0.58,222396.64,0.0
2997,groundnuts,0,-20,10,10.0,258033.26,631.17,162861806.42,34.39
2998,groundnuts,30,50,0,0.0,380988.5,0.58,222396.64,0.0
2999,groundnuts,50,-10,20,20.0,270713.94,515.81,139638087.89,17.93
3000,sesame,0,10,10,10.0,368859.21,0.2,74371.31,0.0
3001,sesame,40,20,10,10.0,507883.17,0.15,74371.31,0.0
3002,sesame,10,50,40,40.0,380988.5,0.2,74371.31,0.0
3003,sesame,-40,0,10,10.0,3596.12,20.68,74371.31,0.0
3004,sesame,10,30,40,40.0,380793.88,0.2,74371.31,0.0
3005,sesame,-20,20,0,0.0,380836.25,0.2,74371.31,0.0
3006,sesame,-40,-40,-30,-30.0,442002.16,433.46,191591616.01,40.45
3007,sesame,20,-30,50,50.0,510011.64,374.34,190919098.57,32.63
3008,sesame,-40,-30,-20,-20.0,483653.94,405.39,196069417.93,39.21
3009,sesame,30,10,-30,-30.0,409705.64,0.18,74371.31,0.0
3010,sesame,30,10,10,10.0,409705.62,0.18,74371.31,0.0
3011,sesame,-20,10,30,30.0,376855.77,0.2,74371.31,0.0
3012,sesame,10,-40,30,30.0,495164.65,386.44,191353051.71,34.29
3013,sesame,-20,30,10,10.0,380729.0,0.2,74371.31,0.0
3014,sesame,20,0,-30,-30.0,2054.93,36.19,74371.31,0.0
3015,sesame,20,40,-40,-40.0,380403.27,0.2,74371.31,0.0
3016,sesame,0,-40,-10,-10.0,510112.41,378.72,193191477.15,34.22
3017,sesame,30,30,0,0.0,380837.13,0.2,74371.31,0.0
3018,sesame,-40,-40,-20,-20.0,434765.0,441.11,191779887.73,41.61
3019,sesame,50,30,50,50.0,507840.5,0.15,74371.31,0.0
3020,sesame,50,-10,30,30.0,562521.71,321.92,181086240.93,23.41
3021,sesame,20,-10,-20,-20.0,743.53,100.03,74371.31,0.0
3022,sesame,50,20,30,30.0,507900.08,0.15,74371.31,0.0
3023,sesame,10,-20,50,50.0,564011.77,348.91,196788683.96,32.15
3024,sesame,10,-20,-20,-20.0,533663.5,355.14,189522860.14,29.82
3025,sesame,20,-10,10,10.0,743.53,100.03,74371.31,0.0
3026,sesame,10,10,30,30.0,372306.78,0.2,74371.31,0.0
3027,sesame,40,50,-10,-10.0,380988.5,0.2,74371.31,0.0
3028,sesame,10,-10,30,30.0,1428087.66,95.32,136122354.13,3.27
3029,sesame,50,10,0,0.0,434527.83,0.17,74371.31,0.0
3030,sesame,-20,50,50,50.0,380988.5,0.2,74371.31,0.0
3031,sesame,-30,-40,30,30.0,434721.63,443.87,192961070.06,42.74
3032,sesame,-10,40,0,0.0,380183.81,0.2,74371.31,0.0
3033,sesame,-40,-10,40,40.0,1301.17,57.16,74371.31,0.0
3034,sesame,-30,30,40,40.0,380707.38,0.2,74371.31,0.0
3035,sesame,10,-40,10,10.0,506149.3,378.36,191508831.24,33.38
3036,sesame,-10,-40,20,20.0,464727.77,414.5,192628334.17,38.52
3037,sesame,-10,-40,0,0.0,474846.49,405.22,192419619.56,37.19
3038,sesame,-40,-20,50,50.0,794.28,93.63,74371.31,0.0
3039,sesame,30,-40,20,20.0,420442.8,430.02,180800352.85,34.09
3040,sesame,0,40,-40,-40.0,380256.97,0.2,74371.31,0.0
3041,sesame,50,50,30,30.0,380988.5,0.2,74371.31,0.0
3042,sesame,-30,-40,50,50.0,444097.45,436.7,193935213.12,42.34
3043,sesame,20,20,20,20.0,380887.0,0.2,74371.31,0.0
3044,sesame,-30,-40,-30,-30.0,455980.37,419.6,191328293.54,38.46
3045,sesame,40,0,-10,-10.0,1439535.51,50.66,72921716.97,0.5
3046,sesame,20,20,-10,-10.0,380887.0,0.2,74371.31,0.0
3047,sesame,-10,-40,-10,-10.0,482255.04,398.87,192354702.21,36.34
3048,sesame,-30,0,-30,-30.0,3322.13,22.39,74371.31,0.0
3049,sesame,-30,20,0,0.0,380823.56,0.2,74371.31,0.0
3050,sesame,0,-10,0,0.0,1376534.76,85.65,117896971.34,2.19
3051,sesame,-10,-20,-30,-30.0,519858.24,370.39,192551515.95,32.9
3052,sesame,0,10,-10,-10.0,368859.22,0.2,74371.31,0.0
3053,sesame,20,-30,-40,-40.0,488877.51,381.87,186687381.67,31.59
3054,sesame,10,0,20,20.0,620136.19,324.32,201124769.34,30.86
3055,sesame,40,50,20,20.0,380988.5,0.2,74371.31,0.0
3056,sesame,-10,-30,50,50.0,506465.97,388.11,196565480.28,37.12
3057,sesame,40,-20,50,50.0,566310.68,330.6,187223769.17,26.32
3058,sesame,50,10,40,40.0,434527.8,0.17,74371.31,0.0
3059,sesame,30,0,40,40.0,1780.94,41.76,74371.31,0.0
3060,sesame,0,30,-20,-20.0,380772.25,0.2,74371.31,0.0
3061,sesame,50,30,0,0.0,507840.5,0.15,74371.31,0.0
3062,sesame,-40,10,50,50.0,507817.09,0.15,74371.31,0.0
3063,sesame,50,50,40,40.0,380988.5,0.2,74371.31,0.0
3064,sesame,30,10,-10,-10.0,409705.63,0.18,74371.31,0.0
3065,sesame,40,40,20,20.0,507399.44,0.15,74371.31,0.0
3066,sesame,40,-10,10,10.0,581562.01,322.09,187315940.26,25.48
3067,sesame,50,-30,-40,-40.0,206316.0,744.11,153521035.96,47.36
3068,sesame,-10,-30,-30,-30.0,495168.96,386.03,191151375.04,34.14
3069,sesame,0,-30,10,10.0,484758.16,397.82,192847781.45,36.46
